,NAME,PSRJ,P0,P1,BINCOMP,DISC
1650,J1844-0310,J1844-0310,0.525049,1.02E-14,*,2000
1651,J1844-0346,J1844-0346,0.112855,1.55E-13,*,2017
1652,B1841-04,J1844-0433,0.991027,3.91E-15,*,1987
1653,J1844-0452,J1844-0452,0.269443,6.8E-16,*,2004
1654,J1844-0502,J1844-0502,0.335163,6.18E-17,*,2004
1655,B1841-05,J1844-0538,0.255699,9.71E-15,*,1986
1656,B1842+14,J1844+1454,0.375463,1.87E-15,*,1978
1657,J1845-0316,J1845-0316,0.207636,8.86E-15,*,2000
1658,B1842-04,J1845-0434,0.486751,1.13E-14,*,1987
1659,J1845-0545,J1845-0545,1.092348,1.34E-14,*,2004
1660,J1845+0623,J1845+0623,1.421654,5.46E-16,*,2006
1661,J1845-0635,J1845-0635,0.340528,4.49E-15,*,2013
1662,J1845-0743,J1845-0743,0.104695,3.67E-16,*,2003
1663,J1845-0826,J1845-0826,0.634354,9.35E-15,*,2006
1664,J1845-1114,J1845-1114,0.20622,2.01E-15,*,2006
1665,J1845-1351,J1845-1351,2.618918,9.72E-15,*,2006
1666,J1846+0051,J1846+0051,0.434373,1.12E-14,*,2004
1667,J1846-0257,J1846-0257,4.476723,1.61E-13,*,2006
1668,J1846-0258,J1846-0258,0.326571,7.11E-12,*,2000
1669,J1846-0749,J1846-0749,0.35011,1.26E-15,*,2006
1670,J1846-07492,J1846-07492,0.86138,5.19E-15,*,2009
1671,J1846+0919,J1846+0919,0.225551,9.93E-15,*,2010
1672,J1846-7403,J1846-7403,4.878839,6.06E-15,*,2009
1673,J1847-0130,J1847-0130,6.707046,1.27E-12,*,2003
1674,B1844-04,J1847-0402,0.597809,5.17E-14,*,1970
1675,J1847-0427,J1847-0427,0.259247,5.9E-18,*,2015
1676,J1847-0438,J1847-0438,0.957991,1.09E-14,*,2002
1677,J1847-0443,J1847-0443,0.340832,2.83E-17,*,2004
1678,J1847-0605,J1847-0605,0.778164,4.65E-15,*,2002
1679,J1848-0023,J1848-0023,0.537624,1.61E-15,*,2004
1680,J1848-0055,J1848-0055,0.274557,1.35E-15,*,2004
1681,B1845-01,J1848-0123,0.659432,5.25E-15,*,1971
1682,J1848+0351,J1848+0351,0.191443,6.73E-17,*,2013
1683,J1848-0511,J1848-0511,1.637129,8.86E-15,*,2004
1684,J1848-0601,J1848-0601,0.225004,2.87E-16,*,2006
1685,J1848+0604,J1848+0604,2.218603,3.74E-15,*,2005
1686,J1848+0647,J1848+0647,0.505957,8.75E-15,*,1995
1687,J1848+0826,J1848+0826,0.328665,2.72E-16,*,1995
1688,J1848-1150,J1848-1150,1.312218,1.43E-15,*,2006
1689,J1848-1243,J1848-1243,0.414383,4.41E-16,*,2006
1690,J1848-1414,J1848-1414,0.29777,1.41E-17,*,1996
1691,B1845-19,J1848-1952,4.30819,2.33E-14,*,1978
1692,J1849-0001,J1849-0001,0.038519,1.42E-14,*,2011
1693,J1849-0040,J1849-0040,0.672481,1.11E-14,*,2004
1694,J1849+0127,J1849+0127,0.542155,2.8E-14,*,2002
1695,J1849-0317,J1849-0317,0.668408,2.2E-14,*,2002
1696,J1849+0409,J1849+0409,0.761194,2.16E-14,*,2006
1697,J1849-0614,J1849-0614,0.953384,5.39E-14,*,2004
1698,B1846-06,J1849-0636,1.451319,4.62E-14,*,1972
1699,J1849+2423,J1849+2423,0.275641,1.53E-16,*,2000
1700,J1850-0006,J1850-0006,2.191498,4.32E-15,*,2009
1701,J1850-0026,J1850-0026,0.166634,3.91E-14,*,2009
1702,J1850+0026,J1850+0026,1.081844,3.59E-16,*,2002
1703,J1850-0031,J1850-0031,0.734185,1.26E-15,*,2004
1704,J1850+0124,J1850+0124,0.00356,1.09E-20,He[csl+12],2012
1705,J1850+0242,J1850+0242,0.00448,1.63E-19,UL[skl+15],2015
1706,J1850+0423,J1850+0423,0.290716,9.14E-17,*,2013
1707,B1848+13,J1850+1335,0.345582,1.49E-15,*,1985
1708,J1851-0029,J1851-0029,0.518721,4.74E-15,*,2009
1709,J1851-0053,J1851-0053,1.409065,8.74E-16,*,2004
1710,J1851-0114,J1851-0114,0.953182,2.48E-15,*,2006
1711,J1851+0118,J1851+0118,0.906977,1.37E-13,*,2004
1712,J1851+0233,J1851+0233,0.344018,2.18E-15,*,2015
1713,J1851-0241,J1851-0241,0.435194,7.96E-15,*,2004
1714,B1848+04,J1851+0418,0.284697,1.09E-15,*,1984
1715,B1848+12,J1851+1259,1.205303,1.15E-14,*,1985
1716,J1852+0008,J1852+0008,0.467894,5.68E-15,*,2004
1717,J1852+0013,J1852+0013,0.957751,1.4E-14,*,2004
1718,B1849+00,J1852+0031,2.180195,9.7E-14,*,1987
1719,J1852+0040,J1852+0040,0.104913,8.68E-18,*,2005
1720,J1852-0118,J1852-0118,0.451473,1.76E-15,*,2004
1721,J1852-0127,J1852-0127,0.428979,5.15E-15,*,2004
1722,J1852+0305,J1852+0305,1.326149,1.02E-16,*,2002
1723,J1852-0635,J1852-0635,0.524157,1.46E-14,*,2004
1724,J1852-2610,J1852-2610,0.336337,8.77E-17,*,1996
1725,J1853-0004,J1853-0004,0.101436,5.57E-15,*,2004
1726,J1853+0011,J1853+0011,0.397882,3.35E-14,*,2004
1727,J1853+0056,J1853+0056,0.275578,2.14E-14,*,2002
1728,J1853+0505,J1853+0505,0.905137,1.28E-15,*,2004
1729,J1853+0545,J1853+0545,0.1264,6.12E-16,*,2003
1730,J1853-0649,J1853-0649,1.048132,1.55E-15,*,2013
1731,J1853+0853,J1853+0853,3.914658,5.13E-15,*,2006
1732,J1853+1303,J1853+1303,0.004092,8.72E-21,He[gsf+11],2004
1733,J1854+0306,J1854+0306,4.55782,1.45E-13,*,2009
1734,J1854+0317,J1854+0317,1.36645,1.85E-15,*,2013
1735,J1854+0319,J1854+0319,0.628541,5.51E-17,*,2017
1736,B1852+10,J1854+1050,0.573197,6.39E-16,*,1986
1737,B1851-14,J1854-1421,1.146595,4.16E-15,*,1978
1738,J1854-1557,J1854-1557,3.453121,4.52E-15,*,2011
1739,J1855+0205,J1855+0205,0.246817,6.47E-17,*,2013
1740,J1855+0306,J1855+0306,1.633565,6.97E-15,*,2017
1741,J1855+0307,J1855+0307,0.845348,1.81E-14,*,2004
1742,J1855+0422,J1855+0422,1.678106,9.29E-16,*,2002
1743,J1855+0527,J1855+0527,1.393484,2.67E-13,*,2009
1744,J1855+0700,J1855+0700,0.258685,7.52E-16,*,2004
1745,J1855-0941,J1855-0941,0.345401,2.4E-16,*,2001
1746,J1855-1436,J1855-1436,0.003594,1.09E-20,He[san16],2016
1747,J1856+0102,J1856+0102,0.620217,1.22E-15,*,2004
1748,B1853+01,J1856+0113,0.26744,2.08E-13,*,1991
1749,J1856+0245,J1856+0245,0.080907,6.21E-14,*,2008
1750,J1856+0404,J1856+0404,0.420252,3.71E-17,*,2002
1751,J1856-0526,J1856-0526,0.370483,1.7E-15,*,2006
1752,J1856-3754,J1856-3754,7.055203,2.98E-14,*,2007
1753,B1854+00,J1857+0057,0.356929,5.46E-17,*,1983
1754,J1857+0143,J1857+0143,0.13976,3.12E-14,*,2004
1755,J1857+0210,J1857+0210,0.630983,1.4E-14,*,2002
1756,B1855+02,J1857+0212,0.415823,4.03E-14,*,1986
1757,J1857+0300,J1857+0300,0.772678,2.65E-15,*,2017
1758,J1857+0526,J1857+0526,0.349951,6.93E-15,*,2003
1759,J1857+0809,J1857+0809,0.502924,4.74E-15,*,2004
1760,B1855+09,J1857+0943,0.005362,1.78E-20,He[ktr94],1986
1761,J1857-1027,J1857-1027,3.687219,1.05E-14,*,2001
1762,J1858+0215,J1858+0215,0.745828,4.61E-15,*,2002
1763,J1858+0241,J1858+0241,4.693233,2.43E-14,*,2004
1764,J1858+0319,J1858+0319,0.867444,1.03E-16,*,2017
1765,J1858+0346,J1858+0346,0.256844,2.04E-15,*,2013
1766,J1858-0736,J1858-0736,0.551059,5.06E-15,*,2013
1767,J1858-2216,J1858-2216,0.002384,3.8E-21,He[san16],2016
1768,J1859+0601,J1859+0601,1.044313,2.55E-14,*,2004
1769,J1859+0603,J1859+0603,0.508561,1.59E-15,*,2017
1770,J1859+1526,J1859+1526,0.933972,3.93E-15,*,1995
1771,J1859+7654,J1859+7654,1.393729,5.05E-17,*,2014
1772,J1900-0051,J1900-0051,0.385194,1.42E-16,*,2004
1773,J1900-0134,J1900-0134,1.832331,3.04E-14,*,2019
1774,J1900+0227,J1900+0227,0.374262,5.71E-15,*,2002
1775,J1900+0308,J1900+0308,0.004909,5.9E-21,He[csl+12],2012
1776,J1900+0438,J1900+0438,0.312314,3.23E-15,*,2017
1777,J1900+0634,J1900+0634,0.389869,5.13E-15,*,2004
1778,J1900-0933,J1900-0933,1.423889,2.26E-16,*,2012
1779,B1857-26,J1900-2600,0.612209,2.05E-16,*,1970
1780,B1851-79,J1900-7951,1.279193,1.86E-15,*,1978
1781,J1901+0124,J1901+0124,0.318817,3.24E-15,*,2004
1782,B1859+01,J1901+0156,0.288219,2.36E-15,*,1985
1783,J1901+0234,J1901+0234,0.88524,2.3E-14,*,2015
1784,J1901+0254,J1901+0254,1.299693,4.56E-16,*,2004
1785,J1901+0300,J1901+0300,0.007797,4.57E-20,He,2015
1786,J1901-0312,J1901-0312,0.355725,2.29E-15,*,2004
1787,J1901-0315,J1901-0315,0.801693,2.57E-15,*,2006
1788,J1901+0320,J1901+0320,0.636584,5.23E-16,*,2004
1789,B1859+03,J1901+0331,0.65545,7.46E-15,*,1970
1790,J1901+0355,J1901+0355,0.554756,1.27E-14,*,2004
1791,J1901+0413,J1901+0413,2.66308,1.32E-13,*,2002
1792,J1901+0435,J1901+0435,0.690576,8.67E-15,*,2006
1793,J1901+0459,J1901+0459,0.877044,1.57E-14,*,2015
1794,J1901+0510,J1901+0510,0.614757,3.11E-14,*,2004
1795,J1901+0511,J1901+0511,4.600369,2.53E-14,*,2017
1796,J1901+0621,J1901+0621,0.832002,1.8E-17,*,2006
1797,B1859+07,J1901+0716,0.643999,2.29E-15,*,1987
1798,J1901-0906,J1901-0906,1.781928,1.64E-15,*,1998
1799,J1901+1306,J1901+1306,1.830857,1.31E-16,*,1995
1800,J1901-1740,J1901-1740,1.956858,8.23E-16,*,2001
1801,J1902+0248,J1902+0248,1.223777,2.41E-15,*,2004
1802,J1902-0340,J1902-0340,1.524672,2E-15,*,2004
1803,B1900+05,J1902+0556,0.746577,1.29E-14,*,1974
1804,B1900+06,J1902+0615,0.673503,7.71E-15,*,1981
1805,J1902+0723,J1902+0723,0.487813,2.1E-16,*,1995
1806,J1902-1036,J1902-1036,0.786814,7.54E-15,*,2012
1807,J1902-5105,J1902-5105,0.001742,9.2E-21,He[kcj+12],2012
1808,B1900+01,J1903+0135,0.729307,4.03E-15,*,1973
1809,J1903-0258,J1903-0258,0.301459,6.79E-16,*,2006
1810,J1903+0327,J1903+0327,0.00215,1.88E-20,MS[fbw+11],2008
1811,J1903+0601,J1903+0601,0.374117,1.92E-14,*,2004
1812,B1900-06,J1903-0632,0.431887,3.4E-15,*,1972
1813,J1903+0654,J1903+0654,0.791232,1.06E-14,*,2017
1814,J1903-0848,J1903-0848,0.887325,1.33E-15,*,2013
1815,J1903+0925,J1903+0925,0.357155,3.69E-14,*,2006
1816,J1903+2225,J1903+2225,0.651185,4.45E-16,*,1995
1817,J1903-7051,J1903-7051,0.003598,1.04E-20,He[kcj+12],2015
1818,J1904+0004,J1904+0004,0.139525,1.18E-16,*,1996
1819,J1904-0150,J1904-0150,0.379387,8.9E-16,*,2006
1820,J1904+0412,J1904+0412,0.071095,1.1E-19,He[clm+01],2001
1821,J1904+0451,J1904+0451,0.006092,5.72E-21,*,2015
1822,J1904+0738,J1904+0738,0.208958,4.11E-16,*,2006
1823,J1904+0800,J1904+0800,0.263345,1.73E-14,*,2003
1824,B1901+10,J1904+1011,1.85657,2.76E-16,*,1975
1825,J1904-1224,J1904-1224,0.750808,7.42E-16,*,1998
1826,J1904-1629,J1904-1629,1.541412,3.19E-15,*,2012
1827,B1902-01,J1905-0056,0.643181,3.05E-15,*,1985
1828,J1905+0400,J1905+0400,0.003784,4.91E-21,*,2004
1829,J1905+0600,J1905+0600,0.44121,1.11E-15,*,2004
1830,J1905+0616,J1905+0616,0.989706,1.35E-13,*,2005
1831,B1903+07,J1905+0709,0.64804,4.94E-15,*,1986
1832,J1905+0902,J1905+0902,0.218253,3.5E-15,*,2006
1833,J1906+0055,J1906+0055,0.00279,3.32E-21,He[sab+16],2015
1834,J1906+0414,J1906+0414,1.043362,1.15E-14,*,2006
1835,J1906+0509,J1906+0509,0.39759,5.22E-15,*,2017
1836,B1904+06,J1906+0641,0.267275,2.14E-15,*,1986
1837,J1906+0649,J1906+0649,1.286564,1.52E-16,*,2004
1838,J1906+0722,J1906+0722,0.111524,3.59E-14,*,2015
1839,J1906+0746,J1906+0746,0.144073,2.03E-14,NS(?)[vks+15],2006
1840,J1906+0912,J1906+0912,0.775345,1.32E-16,*,2002
1841,J1906+1854,J1906+1854,1.019093,2.05E-16,*,1995
1842,J1907+0249,J1907+0249,0.351879,1.14E-15,*,2004
1843,J1907+0255,J1907+0255,0.618761,2.23E-16,*,2015
1844,J1907+0345,J1907+0345,0.240153,8.22E-15,*,2004
1845,J1907+0534,J1907+0534,1.138403,3.15E-15,*,2002
1846,J1907+0602,J1907+0602,0.106633,8.68E-14,*,2009
1847,J1907+0631,J1907+0631,0.323648,4.52E-13,*,2017
1848,J1907+0731,J1907+0731,0.363676,1.84E-14,*,2004
1849,J1907+0740,J1907+0740,0.574698,6.71E-16,*,2002
1850,J1907+0859,J1907+0859,1.527042,5.54E-15,*,2017
1851,J1907+0918,J1907+0918,0.226107,9.43E-14,*,2000
1852,J1907+0919,J1907+0919,5.198346,9.2E-11,*,1999
1853,J1907+1149,J1907+1149,1.42016,1.6E-13,*,2006
1854,B1904+12,J1907+1247,0.827097,1.95E-15,*,1975
1855,J1907-1532,J1907-1532,0.632235,3.08E-15,*,2012
1856,B1905+39,J1907+4002,1.235757,5.41E-16,*,1978
1857,J1908+0457,J1908+0457,0.846793,9.8E-16,*,1996
1858,J1908+0500,J1908+0500,0.291021,2.59E-15,*,1995
1859,J1908+0734,J1908+0734,0.212353,8.25E-16,*,1995
1860,J1908+0833,J1908+0833,0.512111,1.99E-15,*,2017
1861,J1908+0839,J1908+0839,0.185397,2.39E-15,*,2002
1862,J1908+0909,J1908+0909,0.336555,3.49E-14,*,2002
1863,B1906+09,J1908+0916,0.83027,9.8E-17,*,1975
1864,J1908+2351,J1908+2351,0.377578,1.7E-17,*,2004
1865,B1907+00,J1909+0007,1.016948,5.52E-15,*,1973
1866,B1907+02,J1909+0254,0.989831,5.53E-15,*,1972
1867,J1909+0616,J1909+0616,0.755993,2.06E-14,*,2002
1868,J1909+0641,J1909+0641,0.741762,3.22E-15,*,2009
1869,J1909+0749,J1909+0749,0.237161,1.52E-13,*,2013
1870,J1909+0912,J1909+0912,0.222949,3.58E-14,*,2002
1871,B1907+10,J1909+1102,0.283641,2.64E-15,*,1973
1872,J1909+1148,J1909+1148,0.448945,7.25E-17,*,2015
1873,J1909+1450,J1909+1450,0.996108,2.19E-16,*,1995
1874,J1909+1859,J1909+1859,0.542451,9.7E-17,*,1995
1875,J1909-3744,J1909-3744,0.002947,1.4E-20,He[jhb+05],2003
1876,J1910-0112,J1910-0112,1.360603,1.78E-16,*,2006
1877,J1910+0225,J1910+0225,0.337855,2.62E-16,*,2004
1878,B1907-03,J1910-0309,0.504606,2.19E-15,*,1978
1879,B1907+03,J1910+0358,2.330263,4.47E-15,*,1975
1880,J1910+0517,J1910+0517,0.308048,7.3E-16,*,2017
1881,J1910+0534,J1910+0534,0.452867,1.92E-15,*,2002
1882,J1910+0714,J1910+0714,2.712423,6.12E-15,*,1995
1883,J1910+0728,J1910+0728,0.325415,8.31E-15,*,2004
1884,B1907+12,J1910+1231,1.441742,8.23E-15,*,1975
1885,J1910+1256,J1910+1256,0.004984,9.68E-21,He[gsf+11],2004
1886,J1910-5959A,J1910-5959A,0.003266,2.95E-21,He[cfpd06],2001
1887,J1910-5959C,J1910-5959C,0.005277,2.16E-21,*,2002
1888,J1910-5959D,J1910-5959D,0.009035,9.64E-19,*,2002
1889,J1911-1114,J1911-1114,0.003626,1.39E-20,He[llb+96],1996
1890,J1911+1347,J1911+1347,0.004626,1.69E-20,*,2004
1891,J1911+1758,J1911+1758,0.460406,1.31E-17,*,1995
1892,B1910+10,J1912+1036,0.409349,1.58E-14,*,1975
1893,B1910+20,J1912+2104,2.232969,1.02E-14,*,1973
1894,J1912+2525,J1912+2525,0.621976,2.25E-16,*,1995
1895,B1911-04,J1913-0440,0.825936,4.07E-15,*,1969
1896,J1913+0446,J1913+0446,1.61613,2.79E-13,*,2003
1897,J1913+0657,J1913+0657,1.257181,2.83E-15,*,2017
1898,J1913+0832,J1913+0832,0.134409,4.57E-15,*,2002
1899,J1913+0904,J1913+0904,0.163246,1.76E-14,*,2006
1900,B1911+09,J1913+0936,1.241965,4.32E-16,*,1975
1901,J1913+1000,J1913+1000,0.837148,1.67E-14,*,2004
1902,J1913+1011,J1913+1011,0.035909,3.37E-15,*,2002
1903,J1913+1050,J1913+1050,0.190067,1.95E-16,*,2017
1904,J1913+1102,J1913+1102,0.027285,1.61E-19,NS[lfa+16],2016
1905,J1913+1145,J1913+1145,0.306069,5.02E-15,*,2002
1906,J1913+1330,J1913+1330,0.923391,8.68E-15,*,2006
1907,B1911+13,J1913+1400,0.521473,8.04E-16,*,1974
1908,J1913+3732,J1913+3732,0.851079,1.38E-15,*,2013
1909,J1914+0219,J1914+0219,0.457527,1.02E-15,*,2006
1910,J1914+0631,J1914+0631,0.693811,3.32E-17,*,2004
1911,J1914+0659,J1914+0659,0.018512,3.1E-20,*,2015
1912,B1911+11,J1914+1122,0.600997,6.56E-16,*,1975
1913,J1915+0227,J1915+0227,0.317306,2.99E-16,*,2006
1914,J1915+0738,J1915+0738,1.542704,3.31E-15,*,1995
1915,J1915+0752,J1915+0752,2.058314,1.39E-16,*,1996
1916,J1915+0838,J1915+0838,0.342777,1.57E-15,*,2004
1917,B1913+10,J1915+1009,0.404552,1.53E-14,*,1975
1918,J1915+1410,J1915+1410,0.297494,4.89E-17,*,2006
1919,B1913+16,J1915+1606,0.05903,8.62E-18,NS[wnt10],1975
1920,B1913+167,J1915+1647,1.616231,4.05E-16,*,1975
1921,J1916+0748,J1916+0748,0.541752,1.07E-14,*,1996
1922,J1916+0844,J1916+0844,0.439995,2.9E-15,*,2004
1923,J1916+0852,J1916+0852,2.182746,1.31E-14,*,2004
1924,B1914+09,J1916+0951,0.270254,2.52E-15,*,1974
1925,J1916+1023,J1916+1023,1.618339,6.81E-16,*,2004
1926,B1913+105,J1916+1030,0.62897,3.4E-17,*,1991
1927,J1916+1225,J1916+1225,0.227387,2.35E-14,*,2013
1928,B1914+13,J1916+1312,0.281842,3.65E-15,*,1974
1929,J1916-2939,J1916-2939,1.248617,1.24E-15,*,2019
1930,J1917+0834,J1917+0834,2.129665,1.75E-14,*,1999
1931,B1915+13,J1917+1353,0.194631,7.2E-15,*,1971
1932,J1917+1737,J1917+1737,0.334725,3.24E-16,*,2013
1933,B1915+22,J1917+2224,0.425897,2.86E-15,*,1986
1934,J1918-0642,J1918-0642,0.007646,2.57E-20,He[jsb+10],2001
1935,J1918-1052,J1918-1052,0.798693,8.65E-16,*,2013
1936,B1916+14,J1918+1444,1.181023,2.12E-13,*,1974
1937,J1918+1541,J1918+1541,0.370883,2.54E-15,*,1995
1938,B1917+00,J1919+0021,1.27226,7.67E-15,*,1972
1939,J1919+0134,J1919+0134,1.603984,5.89E-16,*,2001
1940,J1919+1314,J1919+1314,0.5714,3.79E-15,*,2013
1941,J1919+1645,J1919+1645,0.56279,2.16E-16,*,2013
1942,J1919+1745,J1919+1745,2.081343,1.71E-15,*,2009
1943,J1920-0950,J1920-0950,1.037824,3.93E-16,*,2012
1944,J1920+1040,J1920+1040,2.215802,6.48E-15,*,2004
1945,J1920+1110,J1920+1110,0.509886,1.56E-16,*,2002
1946,B1918+26,J1920+2650,0.785522,3.44E-17,*,1985
1947,J1921+0137,J1921+0137,0.002496,1.94E-20,He[san16],2016
1948,J1921+0812,J1921+0812,0.210648,5.36E-15,*,2006
1949,B1919+14,J1921+1419,0.618183,5.6E-15,*,1974
1950,J1921+1544,J1921+1544,0.143576,9.8E-16,*,2013
1951,B1918+19,J1921+1948,0.821035,8.96E-16,*,1973
1952,B1919+20,J1921+2003,0.760681,5E-17,*,1975
1953,B1919+21,J1921+2153,1.337302,1.35E-15,*,1968
1954,J1922+1131,J1922+1131,0.562074,2.57E-17,*,2017
1955,J1922+1733,J1922+1733,0.236171,1.34E-14,*,2013
1956,B1920+20,J1922+2018,1.172763,6.49E-16,*,1975
1957,B1920+21,J1922+2110,1.077924,8.18E-15,*,1973
1958,B1921+17,J1923+1706,0.547209,4.3E-17,*,1975
1959,J1923+2515,J1923+2515,0.003788,9.56E-21,*,2013
1960,J1923+4243,J1923+4243,0.595193,2.53E-15,*,2014
1961,J1924+1631,J1924+1631,2.935186,3.64E-13,*,2013
1962,J1924+1639,J1924+1639,0.158043,2.56E-15,*,2013
1963,B1922+20,J1924+2040,0.23779,2.09E-15,*,1975
1964,J1925+1720,J1925+1720,0.075659,1.05E-14,*,2015
1965,B1923+04,J1926+0431,1.074078,2.46E-15,*,1978
1966,J1926-0652,J1926-0652,1.608816,4.3E-16,*,2019
1967,J1926+0737,J1926+0737,0.318062,3.75E-16,*,2010
1968,J1926-1314,J1926-1314,4.864284,3.64E-14,*,2013
1969,B1924+14,J1926+1434,1.324922,2.19E-16,*,1974
1970,B1924+16,J1926+1648,0.579823,1.8E-14,*,1974
1971,B1924+19,J1926+1928,1.346012,1.43E-15,*,1975
1972,J1926+2016,J1926+2016,0.299072,3.5E-15,*,2013
1973,J1927+0911,J1927+0911,0.290305,6.35E-17,*,2006
1974,B1925+18,J1927+1852,0.482766,1.16E-16,*,1975
1975,B1925+188,J1927+1856,0.298313,2.24E-15,*,1975
1976,B1925+22,J1927+2234,1.431066,7.71E-16,*,1975
1977,J1928+1443,J1928+1443,1.010739,2.1E-16,*,2017
1978,J1928+1746,J1928+1746,0.06873,1.32E-14,*,2006
1979,J1928+1923,J1928+1923,0.81733,6.35E-15,*,2013
1980,J1929+1357,J1929+1357,0.866927,3.66E-15,*,2017
1981,B1926+18,J1929+1844,1.22047,2.36E-15,*,1975
1982,J1929+1955,J1929+1955,0.257832,2.56E-15,*,2013
1983,J1929+2121,J1929+2121,0.723599,2.14E-15,*,2013
1984,J1929+3817,J1929+3817,0.814215,6.1E-16,*,2018
1985,B1927+13,J1930+1316,0.760032,3.66E-15,*,1975
1986,J1930-1852,J1930-1852,0.18552,1.8E-17,NS[srm+15],2015
1987,J1930+1852,J1930+1852,0.136855,7.51E-13,*,2002
1988,J1931+1439,J1931+1439,1.779226,6.33E-15,*,2015
1989,B1929+15,J1931+1536,0.314355,5.01E-15,*,1974
1990,J1931+1952,J1931+1952,0.501123,1.01E-16,*,2013
1991,B1929+10,J1932+1059,0.226519,1.16E-15,*,1968
1992,J1932+1500,J1932+1500,1.864332,4.59E-16,He(?),2017
1993,J1932+1916,J1932+1916,0.208215,9.32E-14,*,2013
1994,B1929+20,J1932+2020,0.268217,4.22E-15,*,1974
1995,B1930+22,J1932+2220,0.14447,5.76E-14,*,1975
1996,J1932-3655,J1932-3655,0.57142,2.84E-16,*,1998
1997,J1933+0758,J1933+0758,0.437454,2.18E-16,*,1996
1998,B1930+13,J1933+1304,0.928324,3.18E-16,*,1975
1999,J1933+1726,J1933+1726,0.021507,4.9E-20,CO[sab+16],2015
2000,B1931+24,J1933+2421,0.81369,8.11E-15,*,1985
2001,J1933-6211,J1933-6211,0.003543,3.87E-21,CO(?)[jbo+07],2007
2002,J1934+2352,J1934+2352,0.178432,1.31E-13,*,2013
2003,J1934+5219,J1934+5219,0.568442,8.4E-17,*,2014
2004,J1935+1159,J1935+1159,1.939758,9.48E-16,*,2003
2005,B1933+16,J1935+1616,0.358738,6E-15,*,1970
2006,B1933+17,J1935+1745,0.654408,3.78E-16,*,1975
2007,J1935+2025,J1935+2025,0.080118,6.08E-14,*,2013
2008,B1933+15,J1936+1536,0.967338,4.04E-15,*,1974
2009,J1937+1505,J1937+1505,2.872774,5.61E-15,*,2004
2010,B1935+25,J1937+2544,0.20098,6.43E-16,*,1985
2011,J1937+2950,J1937+2950,1.657429,3.48E-15,*,2009
2012,J1938+0650,J1938+0650,1.121562,5.68E-15,*,1995
2013,J1938+2010,J1938+2010,0.687082,3.4E-15,*,2013
2014,J1938+2012,J1938+2012,0.002634,7.5E-22,He[sab+16],2015
2015,J1938+2213,J1938+2213,0.166116,4.24E-14,*,2003
2016,J1938+6604,J1938+6604,0.022259,1.95E-20,CO(?)[lsk+18],2014
2017,B1937+21,J1939+2134,0.001558,1.05E-19,*,1982
2018,B1937+24,J1939+2449,0.645302,1.83E-14,*,1986
2019,J1940+2245,J1940+2245,0.258912,1.27E-14,*,2015
2020,J1940+2337,J1940+2337,0.546824,7.68E-14,*,2013
2021,J1941+0121,J1941+0121,0.217317,1.91E-16,*,2013
2022,J1941+1026,J1941+1026,0.905394,9.96E-16,*,1995
2023,J1941+1341,J1941+1341,0.559084,1.24E-15,*,2006
2024,J1941+2525,J1941+2525,2.306153,1.61E-13,*,2013
2025,B1937-26,J1941-2602,0.402858,9.56E-16,*,1978
2026,J1941+4320,J1941+4320,0.840906,1.15E-15,*,2014
2027,B1939+17,J1942+1743,0.696262,1.01E-16,*,1975
2028,J1942+8106,J1942+8106,0.203558,3.69E-17,*,2014
2029,J1943+0609,J1943+0609,0.446226,4.66E-16,*,2001
2030,B1940-12,J1943-1237,0.972429,1.66E-15,*,1978
2031,J1943+2210,J1943+2210,0.005084,8.79E-21,CO,2015
2032,J1944+0907,J1944+0907,0.005185,1.73E-20,*,2005
2033,B1941-17,J1944-1750,0.841158,9.86E-16,*,1978
2034,B1942+17,J1944+1755,1.996899,7.3E-16,*,1975
2035,J1944+2236,J1944+2236,0.003618,7.46E-21,*,2012
2036,B1942-00,J1945-0040,1.045632,5.35E-16,*,1978
2037,B1943+18,J1945+1834,1.068708,2.42E-16,*,1975
2038,J1946-1312,J1946-1312,0.491865,1.99E-15,*,2009
2039,B1944+17,J1946+1805,0.440618,2.41E-17,*,1970
2040,J1946+2052,J1946+2052,0.01696,9.2E-19,NS[sfc+18],2018
2041,B1944+22,J1946+2244,1.33445,8.89E-16,*,1975
2042,J1946+2535,J1946+2535,0.515167,5.64E-15,*,2013
2043,J1946+2611,J1946+2611,0.43506,2.2E-14,*,1995
2044,B1943-29,J1946-2913,0.959448,1.49E-15,*,1978
2045,J1946+3417,J1946+3417,0.00317,3.12E-21,He[ft14],2013
2046,J1947+0915,J1947+0915,1.480744,4.78E-16,*,2001
2047,J1947+1957,J1947+1957,0.157509,5.23E-16,*,2013
2048,J1948+2333,J1948+2333,0.528352,1.36E-14,*,2017
2049,J1948+2551,J1948+2551,0.196627,9.02E-15,*,2013
2050,B1946+35,J1948+3540,0.717311,7.06E-15,*,1970
2051,J1949+2306,J1949+2306,1.319373,1.23E-16,*,2013
2052,B1946-25,J1949-2524,0.957617,3.27E-15,*,1978
2053,J1949+3106,J1949+3106,0.013138,9.39E-20,CO[dfc+12],2012
2054,J1949+3426,J1949+3426,0.388539,2.02E-16,*,2019
2055,J1950+2414,J1950+2414,0.004305,1.89E-20,He[kls+15],2015
2056,J1951+1123,J1951+1123,5.094083,3.03E-15,*,1995
2057,B1949+14,J1952+1410,0.275026,1.28E-16,*,1986
