,NAME,PSRJ,P0,P1,BINCOMP,
2144,J1854+0306,J1854+0306,4.55782,1.45E-13,NAN,
2145,J1854+0317,J1854+0317,1.36645,1.85E-15,NAN,
2146,J1854+0319,J1854+0319,0.628541,5.51E-17,NAN,
2147,B1852+10,J1854+1050,0.573197,6.39E-16,NAN,
2148,B1851-14,J1854-1421,1.146595,4.16E-15,NAN,
2149,J1854-1557,J1854-1557,3.453121,4.52E-15,NAN,
2150,J1855+0205,J1855+0205,0.246817,6.47E-17,NAN,
2151,J1855+0306,J1855+0306,1.633565,6.97E-15,NAN,
2152,J1855+0307,J1855+0307,0.845348,1.81E-14,NAN,
2153,J1855+0422,J1855+0422,1.678106,9.29E-16,NAN,
2154,J1855+0527,J1855+0527,1.393484,2.67E-13,NAN,
2155,J1855+0700,J1855+0700,0.258685,7.52E-16,NAN,
2156,J1855-0941,J1855-0941,0.345401,2.4E-16,NAN,
2157,J1855-1436,J1855-1436,0.003594,1.09E-20,He,
2158,J1856+0102,J1856+0102,0.620217,1.22E-15,NAN,
2159,B1853+01,J1856+0113,0.26744,2.08E-13,NAN,
2160,J1856+0245,J1856+0245,0.080907,6.21E-14,NAN,
2161,J1856+0404,J1856+0404,0.420252,3.71E-17,NAN,
2162,J1856-0526,J1856-0526,0.370483,1.7E-15,NAN,
2163,J1856+09,J1856+09,2.17071,NAN,NAN,
2164,J1856-3754,J1856-3754,7.055203,2.98E-14,NAN,
2165,B1854+00,J1857+0057,0.356929,5.46E-17,NAN,
2166,J1857+0143,J1857+0143,0.13976,3.12E-14,NAN,
2167,J1857+0210,J1857+0210,0.630983,1.4E-14,NAN,
2168,B1855+02,J1857+0212,0.415823,4.03E-14,NAN,
2169,J1857+0300,J1857+0300,0.772678,2.65E-15,NAN,
2170,J1857+0526,J1857+0526,0.349951,6.93E-15,NAN,
2171,J1857+0809,J1857+0809,0.502924,4.74E-15,NAN,
2172,B1855+09,J1857+0943,0.005362,1.78E-20,He,
2173,J1857-1027,J1857-1027,3.687219,1.05E-14,NAN,
2174,J1858+02,J1858+02,0.19765,NAN,NAN,
2175,J1858+0215,J1858+0215,0.745828,4.61E-15,NAN,
2176,J1858+0241,J1858+0241,4.693233,2.43E-14,NAN,
2177,J1858+0319,J1858+0319,0.867444,1.03E-16,NAN,
2178,J1858+0346,J1858+0346,0.256844,2.04E-15,NAN,
2179,J1858-0736,J1858-0736,0.551059,5.06E-15,NAN,
2180,J1858-2216,J1858-2216,0.002384,3.8E-21,He,
2181,J1859+00,J1859+00,0.559634,NAN,NAN,
2182,J1859+0601,J1859+0601,1.044313,2.55E-14,NAN,
2183,J1859+0603,J1859+0603,0.508561,1.59E-15,NAN,
2184,J1859+07,J1859+07,NAN,NAN,NAN,
2185,J1859+1526,J1859+1526,0.933972,3.93E-15,NAN,
2186,J1859+7654,J1859+7654,1.393729,5.05E-17,NAN,
2187,J1900-0051,J1900-0051,0.385194,1.42E-16,NAN,
2188,J1900-0134,J1900-0134,1.832331,3.04E-14,NAN,
2189,J1900+0227,J1900+0227,0.374262,5.71E-15,NAN,
2190,J1900+0308,J1900+0308,0.004909,5.9E-21,He,
2191,J1900+0438,J1900+0438,0.312314,3.23E-15,NAN,
2192,J1900+0634,J1900+0634,0.389869,5.13E-15,NAN,
2193,J1900-0933,J1900-0933,1.423889,2.26E-16,NAN,
2194,B1857-26,J1900-2600,0.612209,2.05E-16,NAN,
2195,J1900+30,J1900+30,0.602227,NAN,NAN,
2196,B1851-79,J1900-7951,1.279193,1.86E-15,NAN,
2197,J1901+00,J1901+00,0.777662,NAN,NAN,
2198,J1901+0124,J1901+0124,0.318817,3.24E-15,NAN,
2199,B1859+01,J1901+0156,0.288219,2.36E-15,NAN,
2200,J1901+0234,J1901+0234,0.88524,2.3E-14,NAN,
2201,J1901+0254,J1901+0254,1.299693,4.56E-16,NAN,
2202,J1901+0300,J1901+0300,0.007797,4.57E-20,He,
2203,J1901-0312,J1901-0312,0.355725,2.29E-15,NAN,
2204,J1901-0315,J1901-0315,0.801693,2.57E-15,NAN,
2205,J1901+0320,J1901+0320,0.636584,5.23E-16,NAN,
2206,B1859+03,J1901+0331,0.65545,7.46E-15,NAN,
2207,J1901+0355,J1901+0355,0.554756,1.27E-14,NAN,
2208,J1901+0413,J1901+0413,2.66308,1.32E-13,NAN,
2209,J1901+0435,J1901+0435,0.690576,8.67E-15,NAN,
2210,J1901+0459,J1901+0459,0.877044,1.57E-14,NAN,
2211,J1901+0510,J1901+0510,0.614757,3.11E-14,NAN,
2212,J1901+0511,J1901+0511,4.600369,2.53E-14,NAN,
2213,J1901+0621,J1901+0621,0.832002,1.8E-17,NAN,
2214,B1859+07,J1901+0716,0.643999,2.29E-15,NAN,
2215,J1901-0906,J1901-0906,1.781928,1.64E-15,NAN,
2216,J1901+11,J1901+11,0.40914,NAN,NAN,
2217,J1901+1306,J1901+1306,1.830857,1.31E-16,NAN,
2218,J1901-1740,J1901-1740,1.956858,8.23E-16,NAN,
2219,J1902+02,J1902+02,0.41532,NAN,NAN,
2220,J1902+0248,J1902+0248,1.223777,2.41E-15,NAN,
2221,J1902-0340,J1902-0340,1.524672,2E-15,NAN,
2222,B1900+05,J1902+0556,0.746577,1.29E-14,NAN,
2223,B1900+06,J1902+0615,0.673503,7.71E-15,NAN,
2224,J1902+0723,J1902+0723,0.487813,2.1E-16,NAN,
2225,J1902-1036,J1902-1036,0.786814,7.54E-15,NAN,
2226,J1902-5105,J1902-5105,0.001742,9.2E-21,He,
2227,J1902-70,J1902-70,0.0036,NAN,NAN,
2228,B1900+01,J1903+0135,0.729307,4.03E-15,NAN,
2229,J1903-0258,J1903-0258,0.301459,6.79E-16,NAN,
2230,J1903+0327,J1903+0327,0.00215,1.88E-20,MS,
2231,J1903+0415,J1903+0415,1.15139,NAN,NAN,
2232,J1903+0601,J1903+0601,0.374117,1.92E-14,NAN,
2233,B1900-06,J1903-0632,0.431887,3.4E-15,NAN,
2234,J1903+0654,J1903+0654,0.791232,1.06E-14,NAN,
2235,J1903-0848,J1903-0848,0.887325,1.33E-15,NAN,
2236,J1903+0925,J1903+0925,0.357155,3.69E-14,NAN,
2237,J1903+2225,J1903+2225,0.651185,4.45E-16,NAN,
2238,J1903-7051,J1903-7051,0.003598,1.04E-20,He,
2239,J1904+0004,J1904+0004,0.139525,1.18E-16,NAN,
2240,J1904-0150,J1904-0150,0.379387,8.9E-16,NAN,
2241,J1904+0412,J1904+0412,0.071095,1.1E-19,He,
2242,J1904+0451,J1904+0451,0.006092,5.72E-21,NAN,
2243,J1904+0738,J1904+0738,0.208958,4.11E-16,NAN,
2244,J1904+0800,J1904+0800,0.263345,1.73E-14,NAN,
2245,B1901+10,J1904+1011,1.85657,2.76E-16,NAN,
2246,J1904-1224,J1904-1224,0.750808,7.42E-16,NAN,
2247,J1904-1629,J1904-1629,1.541412,3.19E-15,NAN,
2248,B1902-01,J1905-0056,0.643181,3.05E-15,NAN,
2249,J1905+0154A,J1905+0154A,0.003193,NAN,He,
2250,J1905+0400,J1905+0400,0.003784,4.91E-21,NAN,
2251,J1905+0414,J1905+0414,NAN,NAN,NAN,
2252,J1905+0600,J1905+0600,0.44121,1.11E-15,NAN,
2253,J1905+0616,J1905+0616,0.989706,1.35E-13,NAN,
2254,B1903+07,J1905+0709,0.64804,4.94E-15,NAN,
2255,J1905+0902,J1905+0902,0.218253,3.5E-15,NAN,
2256,J1906+0055,J1906+0055,0.00279,3.32E-21,He,
2257,J1906+0414,J1906+0414,1.043362,1.15E-14,NAN,
2258,J1906+0509,J1906+0509,0.39759,5.22E-15,NAN,
2259,B1904+06,J1906+0641,0.267275,2.14E-15,NAN,
2260,J1906+0649,J1906+0649,1.286564,1.52E-16,NAN,
2261,J1906+0722,J1906+0722,0.111524,3.59E-14,NAN,
2262,J1906+0725,J1906+0725,1.53651,NAN,NAN,
2263,J1906+0746,J1906+0746,0.144073,2.03E-14,NS,
2264,J1906+0912,J1906+0912,0.775345,1.32E-16,NAN,
2265,J1906+1854,J1906+1854,1.019093,2.05E-16,NAN,
2266,J1907+0249,J1907+0249,0.351879,1.14E-15,NAN,
2267,J1907+0255,J1907+0255,0.618761,2.23E-16,NAN,
2268,J1907+0345,J1907+0345,0.240153,8.22E-15,NAN,
2269,J1907+05,J1907+05,0.16868,NAN,NAN,
2270,J1907+0534,J1907+0534,1.138403,3.15E-15,NAN,
2271,J1907+0602,J1907+0602,0.106633,8.68E-14,NAN,
2272,J1907+0631,J1907+0631,0.323648,4.52E-13,NAN,
2273,J1907+0731,J1907+0731,0.363676,1.84E-14,NAN,
2274,J1907+0740,J1907+0740,0.574698,6.71E-16,NAN,
2275,J1907+0859,J1907+0859,1.527042,5.54E-15,NAN,
2276,J1907+0918,J1907+0918,0.226107,9.43E-14,NAN,
2277,J1907+0919,J1907+0919,5.198346,9.2E-11,NAN,
2278,J1907+1149,J1907+1149,1.42016,1.6E-13,NAN,
2279,B1904+12,J1907+1247,0.827097,1.95E-15,NAN,
2280,J1907-1532,J1907-1532,0.632235,3.08E-15,NAN,
2281,B1905+39,J1907+4002,1.235757,5.41E-16,NAN,
2282,J1908+0457,J1908+0457,0.846793,9.8E-16,NAN,
2283,J1908+0500,J1908+0500,0.291021,2.59E-15,NAN,
2284,J1908+0734,J1908+0734,0.212353,8.25E-16,NAN,
2285,J1908+0833,J1908+0833,0.512111,1.99E-15,NAN,
2286,J1908+0839,J1908+0839,0.185397,2.39E-15,NAN,
2287,J1908+0909,J1908+0909,0.336555,3.49E-14,NAN,
2288,B1906+09,J1908+0916,0.83027,9.8E-17,NAN,
2289,J1908+2351,J1908+2351,0.377578,1.7E-17,NAN,
2290,B1907+00,J1909+0007,1.016948,5.52E-15,NAN,
2291,B1907+02,J1909+0254,0.989831,5.53E-15,NAN,
2292,J1909+0616,J1909+0616,0.755993,2.06E-14,NAN,
2293,J1909+0641,J1909+0641,0.741762,3.22E-15,NAN,
2294,J1909+0749,J1909+0749,0.237161,1.52E-13,NAN,
2295,J1909+0912,J1909+0912,0.222949,3.58E-14,NAN,
2296,B1907+10,J1909+1102,0.283641,2.64E-15,NAN,
2297,J1909+1148,J1909+1148,0.448945,7.25E-17,NAN,
2298,J1909+1450,J1909+1450,0.996108,2.19E-16,NAN,
2299,J1909+1859,J1909+1859,0.542451,9.7E-17,NAN,
2300,J1909+21,J1909+21,0.00256,NAN,UL,
2301,J1909-3744,J1909-3744,0.002947,1.4E-20,He,
2302,J1910-0112,J1910-0112,1.360603,1.78E-16,NAN,
2303,J1910+0225,J1910+0225,0.337855,2.62E-16,NAN,
2304,B1907-03,J1910-0309,0.504606,2.19E-15,NAN,
2305,B1907+03,J1910+0358,2.330263,4.47E-15,NAN,
2306,J1910+0517,J1910+0517,0.308048,7.3E-16,NAN,
2307,J1910+0534,J1910+0534,0.452867,1.92E-15,NAN,
2308,J1910+0714,J1910+0714,2.712423,6.12E-15,NAN,
2309,J1910+0728,J1910+0728,0.325415,8.31E-15,NAN,
2310,J1910+1027,J1910+1027,0.53147,NAN,NAN,
2311,B1907+12,J1910+1231,1.441742,8.23E-15,NAN,
2312,J1910+1256,J1910+1256,0.004984,9.68E-21,He,
2313,J1910+56,J1910+56,0.3419,NAN,NAN,
2314,J1910-5959A,J1910-5959A,0.003266,2.95E-21,He,
2315,J1910-5959B,J1910-5959B,0.008358,-7.9E-19,NAN,
2316,J1910-5959C,J1910-5959C,0.005277,2.16E-21,NAN,
2317,J1910-5959D,J1910-5959D,0.009035,9.64E-19,NAN,
2318,J1910-5959E,J1910-5959E,0.004572,-4.34E-19,NAN,
2319,J1911+00,J1911+00,6.94,NAN,NAN,
2320,B1908+00A,J1911+0101A,0.003619,-6.58E-21,UL,
2321,J1911+0101B,J1911+0101B,0.005384,-2E-21,NAN,
2322,J1911+09,J1911+09,0.27371,NAN,NAN,
2323,J1911+10,J1911+10,0.19089,NAN,NAN,
2324,J1911-1114,J1911-1114,0.003626,1.39E-20,He,
2325,J1911+1347,J1911+1347,0.004626,1.69E-20,NAN,
2326,J1911+1758,J1911+1758,0.460406,1.31E-17,NAN,
2327,B1910+10,J1912+1036,0.409349,1.58E-14,NAN,
2328,B1910+20,J1912+2104,2.232969,1.02E-14,NAN,
2329,J1912+2525,J1912+2525,0.621976,2.25E-16,NAN,
2330,B1911-04,J1913-0440,0.825936,4.07E-15,NAN,
2331,J1913+0446,J1913+0446,1.61613,2.79E-13,NAN,
2332,J1913+0617,J1913+0617,0.00503,NAN,NAN,
2333,J1913+0657,J1913+0657,1.257181,2.83E-15,NAN,
2334,J1913+0832,J1913+0832,0.134409,4.57E-15,NAN,
2335,J1913+0904,J1913+0904,0.163246,1.76E-14,NAN,
2336,B1911+09,J1913+0936,1.241965,4.32E-16,NAN,
2337,J1913+1000,J1913+1000,0.837148,1.67E-14,NAN,
2338,J1913+1011,J1913+1011,0.035909,3.37E-15,NAN,
2339,J1913+1050,J1913+1050,0.190067,1.95E-16,NAN,
2340,J1913+1102,J1913+1102,0.027285,1.61E-19,NS,
2341,J1913+1103,J1913+1103,0.92391,NAN,NAN,
2342,J1913+1145,J1913+1145,0.306069,5.02E-15,NAN,
2343,J1913+1330,J1913+1330,0.923391,8.68E-15,NAN,
2344,B1911+13,J1913+1400,0.521473,8.04E-16,NAN,
2345,J1913+3732,J1913+3732,0.851079,1.38E-15,NAN,
2346,J1914+0219,J1914+0219,0.457527,1.02E-15,NAN,
2347,J1914+0631,J1914+0631,0.693811,3.32E-17,NAN,
2348,J1914+0659,J1914+0659,0.018512,3.1E-20,NAN,
2349,J1914+08,J1914+08,0.440048,NAN,NAN,
2350,B1911+11,J1914+1122,0.600997,6.56E-16,NAN,
2351,J1915+0227,J1915+0227,0.317306,2.99E-16,NAN,
2352,J1915+0738,J1915+0738,1.542704,3.31E-15,NAN,
2353,J1915+0752,J1915+0752,2.058314,1.39E-16,NAN,
2354,J1915+0838,J1915+0838,0.342777,1.57E-15,NAN,
2355,B1913+10,J1915+1009,0.404552,1.53E-14,NAN,
2356,J1915-11,J1915-11,2.177,NAN,NAN,
2357,J1915+1144,J1915+1144,0.17365,NAN,NAN,
2358,J1915+1149,J1915+1149,0.10004,NAN,NAN,
2359,J1915+1410,J1915+1410,0.297494,4.89E-17,NAN,
2360,B1913+16,J1915+1606,0.05903,8.62E-18,NS,
2361,B1913+167,J1915+1647,1.616231,4.05E-16,NAN,
2362,J1916+0748,J1916+0748,0.541752,1.07E-14,NAN,
2363,J1916+0844,J1916+0844,0.439995,2.9E-15,NAN,
2364,J1916+0852,J1916+0852,2.182746,1.31E-14,NAN,
2365,B1914+09,J1916+0951,0.270254,2.52E-15,NAN,
2366,J1916+1023,J1916+1023,1.618339,6.81E-16,NAN,
2367,B1913+105,J1916+1030,0.62897,3.4E-17,NAN,
2368,J1916+1225,J1916+1225,0.227387,2.35E-14,NAN,
2369,B1914+13,J1916+1312,0.281842,3.65E-15,NAN,
2370,J1916-2939,J1916-2939,1.248617,1.24E-15,NAN,
2371,J1916+32,J1916+32,1.1374,NAN,NAN,
2372,J1917+0834,J1917+0834,2.129665,1.75E-14,NAN,
2373,B1915+13,J1917+1353,0.194631,7.2E-15,NAN,
2374,J1917+1737,J1917+1737,0.334725,3.24E-16,NAN,
2375,B1915+22,J1917+2224,0.425897,2.86E-15,NAN,
2376,J1918-0642,J1918-0642,0.007646,2.57E-20,He,
2377,J1918-1052,J1918-1052,0.798693,8.65E-16,NAN,
2378,J1918+1310,J1918+1310,0.85674,NAN,NAN,
2379,B1916+14,J1918+1444,1.181023,2.12E-13,NAN,
2380,J1918+1541,J1918+1541,0.370883,2.54E-15,NAN,
2381,B1917+00,J1919+0021,1.27226,7.67E-15,NAN,
2382,J1919+0134,J1919+0134,1.603984,5.89E-16,NAN,
2383,J1919+1314,J1919+1314,0.5714,3.79E-15,NAN,
2384,J1919+1645,J1919+1645,0.56279,2.16E-16,NAN,
2385,J1919+1745,J1919+1745,2.081343,1.71E-15,NAN,
2386,J1920-0950,J1920-0950,1.037824,3.93E-16,NAN,
2387,J1920+1040,J1920+1040,2.215802,6.48E-15,NAN,
2388,J1920+1110,J1920+1110,0.509886,1.56E-16,NAN,
2389,B1918+26,J1920+2650,0.785522,3.44E-17,NAN,
2390,J1921+0137,J1921+0137,0.002496,1.94E-20,He,
2391,J1921-05,J1921-05,2.22759,NAN,NAN,
2392,J1921+0812,J1921+0812,0.210648,5.36E-15,NAN,
2393,B1919+14,J1921+1419,0.618183,5.6E-15,NAN,
2394,J1921+1544,J1921+1544,0.143576,9.8E-16,NAN,
2395,J1921+16,J1921+16,0.93643,NAN,NAN,
2396,B1918+19,J1921+1948,0.821035,8.96E-16,NAN,
2397,B1919+20,J1921+2003,0.760681,5E-17,NAN,
2398,B1919+21,J1921+2153,1.337302,1.35E-15,NAN,
2399,J1922+1131,J1922+1131,0.562074,2.57E-17,NAN,
2400,J1922+1733,J1922+1733,0.236171,1.34E-14,NAN,
2401,B1920+20,J1922+2018,1.172763,6.49E-16,NAN,
2402,B1920+21,J1922+2110,1.077924,8.18E-15,NAN,
2403,J1922+58,J1922+58,0.529623,NAN,NAN,
2404,B1921+17,J1923+1706,0.547209,4.3E-17,NAN,
2405,J1923+2515,J1923+2515,0.003788,9.56E-21,NAN,
2406,J1923+4243,J1923+4243,0.595193,2.53E-15,NAN,
2407,J1924+1628,J1924+1628,0.37509,NAN,NAN,
2408,J1924+1631,J1924+1631,2.935186,3.64E-13,NAN,
2409,J1924+1639,J1924+1639,0.158043,2.56E-15,NAN,
2410,J1924+17,J1924+17,0.75843,NAN,NAN,
2411,B1922+20,J1924+2040,0.23779,2.09E-15,NAN,
2412,J1925-16,J1925-16,3.8858,NAN,NAN,
2413,J1925+1720,J1925+1720,0.075659,1.05E-14,NAN,
2414,J1925+19,J1925+19,1.916353,NAN,NAN,
2415,B1923+04,J1926+0431,1.074078,2.46E-15,NAN,
2416,J1926-0652,J1926-0652,1.608816,4.3E-16,NAN,
2417,J1926+0737,J1926+0737,0.318062,3.75E-16,NAN,
2418,J1926-1314,J1926-1314,4.864284,3.64E-14,NAN,
2419,B1924+14,J1926+1434,1.324922,2.19E-16,NAN,
2420,J1926+1613,J1926+1613,0.3083,NAN,NAN,
2421,B1924+16,J1926+1648,0.579823,1.8E-14,NAN,
2422,B1924+19,J1926+1928,1.346012,1.43E-15,NAN,
2423,J1926+2016,J1926+2016,0.299072,3.5E-15,NAN,
2424,J1927+0911,J1927+0911,0.290305,6.35E-17,NAN,
2425,B1925+18,J1927+1852,0.482766,1.16E-16,NAN,
2426,B1925+188,J1927+1856,0.298313,2.24E-15,NAN,
2427,B1925+22,J1927+2234,1.431066,7.71E-16,NAN,
2428,J1928+1443,J1928+1443,1.010739,2.1E-16,NAN,
2429,J1928+15,J1928+15,0.403,NAN,NAN,
2430,J1928+1746,J1928+1746,0.06873,1.32E-14,NAN,
2431,J1928+1923,J1928+1923,0.81733,6.35E-15,NAN,
2432,J1929+00,J1929+00,1.1669,NAN,NAN,
2433,J1929+1357,J1929+1357,0.866927,3.66E-15,NAN,
2434,J1929+16,J1929+16,0.529681,NAN,NAN,
2435,B1926+18,J1929+1844,1.22047,2.36E-15,NAN,
2436,J1929+19,J1929+19,0.339215,NAN,NAN,
2437,J1929+1955,J1929+1955,0.257832,2.56E-15,NAN,
2438,J1929+2121,J1929+2121,0.723599,2.14E-15,NAN,
2439,J1929+3817,J1929+3817,0.814215,6.1E-16,NAN,
2440,J1929+62,J1929+62,1.456004,NAN,NAN,
2441,B1927+13,J1930+1316,0.760032,3.66E-15,NAN,
2442,J1930+14,J1930+14,0.42571,NAN,NAN,
2443,J1930+17,J1930+17,1.60969,NAN,NAN,
2444,J1930-1852,J1930-1852,0.18552,1.8E-17,NS,
2445,J1930+1852,J1930+1852,0.136855,7.51E-13,NAN,
2446,J1931+1439,J1931+1439,1.779226,6.33E-15,NAN,
2447,B1929+15,J1931+1536,0.314355,5.01E-15,NAN,
2448,J1931+1952,J1931+1952,0.501123,1.01E-16,NAN,
2449,J1931+30,J1931+30,0.582126,NAN,NAN,
2450,J1932-01,J1932-01,0.5937,NAN,NAN,
2451,B1929+10,J1932+1059,0.226519,1.16E-15,NAN,
2452,J1932+1500,J1932+1500,1.864332,4.59E-16,He,
2453,J1932+17,J1932+17,0.04182,NAN,NAN,
2454,J1932+1916,J1932+1916,0.208215,9.32E-14,NAN,
2455,B1929+20,J1932+2020,0.268217,4.22E-15,NAN,
2456,B1930+22,J1932+2220,0.14447,5.76E-14,NAN,
2457,J1932-3655,J1932-3655,0.57142,2.84E-16,NAN,
2458,J1933+0758,J1933+0758,0.437454,2.18E-16,NAN,
2459,B1930+13,J1933+1304,0.928324,3.18E-16,NAN,
2460,J1933+1726,J1933+1726,0.021507,4.9E-20,CO,
2461,B1931+24,J1933+2421,0.81369,8.11E-15,NAN,
2462,J1933+53,J1933+53,2.0526,NAN,NAN,
2463,J1933-6211,J1933-6211,0.003543,3.87E-21,CO,
2464,J1934+19,J1934+19,0.23099,NAN,NAN,
2465,J1934+2352,J1934+2352,0.178432,1.31E-13,NAN,
2466,J1934+5219,J1934+5219,0.568442,8.4E-17,NAN,
2467,J1935+1159,J1935+1159,1.939758,9.48E-16,NAN,
2468,B1933+16,J1935+1616,0.358738,6E-15,NAN,
2469,J1935+1726,J1935+1726,0.0042,NAN,He,
2470,B1933+17,J1935+1745,0.654408,3.78E-16,NAN,
2471,J1935+2025,J1935+2025,0.080118,6.08E-14,NAN,
2472,J1935+2154,J1935+2154,3.24498,NAN,NAN,
2473,B1933+15,J1936+1536,0.967338,4.04E-15,NAN,
2474,J1936+20,J1936+20,1.39088,NAN,NAN,
2475,J1936+21,J1936+21,0.642932,NAN,NAN,
2476,J1937-00,J1937-00,0.2401,NAN,NAN,
2477,J1937+1505,J1937+1505,2.872774,5.61E-15,NAN,
2478,B1935+25,J1937+2544,0.20098,6.43E-16,NAN,
2479,J1937+2950,J1937+2950,1.657429,3.48E-15,NAN,
2480,J1938+0650,J1938+0650,1.121562,5.68E-15,NAN,
2481,J1938+14,J1938+14,2.90251,NAN,NAN,
2482,J1938+2010,J1938+2010,0.687082,3.4E-15,NAN,
2483,J1938+2012,J1938+2012,0.002634,7.5E-22,He,
2484,J1938+2213,J1938+2213,0.166116,4.24E-14,NAN,
2485,J1938+6604,J1938+6604,0.022259,1.95E-20,CO,
2486,J1939+10,J1939+10,2.31,NAN,NAN,
2487,B1937+21,J1939+2134,0.001558,1.05E-19,NAN,
2488,B1937+24,J1939+2449,0.645302,1.83E-14,NAN,
2489,J1940+0239,J1940+0239,1.23224,NAN,NAN,
2490,J1940+2245,J1940+2245,0.258912,1.27E-14,NAN,
2491,J1940+2337,J1940+2337,0.546824,7.68E-14,NAN,
2492,J1940-2403,J1940-2403,1.855276,NAN,NAN,
2493,J1941+0121,J1941+0121,0.217317,1.91E-16,NAN,
2494,J1941+1026,J1941+1026,0.905394,9.96E-16,NAN,
2495,J1941+1341,J1941+1341,0.559084,1.24E-15,NAN,
2496,J1941+2525,J1941+2525,2.306153,1.61E-13,NAN,
2497,B1937-26,J1941-2602,0.402858,9.56E-16,NAN,
2498,J1941+4320,J1941+4320,0.840906,1.15E-15,NAN,
2499,J1942+0147,J1942+0147,1.40504,NAN,NAN,
2500,B1939+17,J1942+1743,0.696262,1.01E-16,NAN,
2501,J1942+8106,J1942+8106,0.203558,3.69E-17,NAN,
2502,J1943+0609,J1943+0609,0.446226,4.66E-16,NAN,
2503,B1940-12,J1943-1237,0.972429,1.66E-15,NAN,
2504,J1943+2210,J1943+2210,0.005084,8.79E-21,CO,
2505,J1944+0907,J1944+0907,0.005185,1.73E-20,NAN,
2506,J1944-10,J1944-10,0.409135,NAN,NAN,
2507,B1941-17,J1944-1750,0.841158,9.86E-16,NAN,
2508,B1942+17,J1944+1755,1.996899,7.3E-16,NAN,
2509,J1944+2236,J1944+2236,0.003618,7.46E-21,NAN,
2510,B1942-00,J1945-0040,1.045632,5.35E-16,NAN,
2511,J1945+07,J1945+07,1.0739,NAN,NAN,
2512,B1943+18,J1945+1834,1.068708,2.42E-16,NAN,
2513,J1946-1312,J1946-1312,0.491865,1.99E-15,NAN,
2514,J1946+14,J1946+14,2.28244,NAN,NAN,
2515,B1944+17,J1946+1805,0.440618,2.41E-17,NAN,
2516,J1946+2052,J1946+2052,0.01696,9.2E-19,NS,
2517,B1944+22,J1946+2244,1.33445,8.89E-16,NAN,
2518,J1946+24,J1946+24,4.729,NAN,NAN,
2519,J1946+2535,J1946+2535,0.515167,5.64E-15,NAN,
2520,J1946+2611,J1946+2611,0.43506,2.2E-14,NAN,
2521,B1943-29,J1946-2913,0.959448,1.49E-15,NAN,
2522,J1946+3417,J1946+3417,0.00317,3.12E-21,He,
2523,J1946-5403,J1946-5403,0.00271,NAN,NAN,
2524,J1947+0915,J1947+0915,1.480744,4.78E-16,NAN,
2525,J1947+10,J1947+10,1.110944,NAN,NAN,
2526,J1947-18,J1947-18,0.002603,NAN,NAN,
2527,J1947+1957,J1947+1957,0.157509,5.23E-16,NAN,
2528,J1947-4215,J1947-4215,1.798069,NAN,NAN,
2529,J1947-43,J1947-43,0.18094,NAN,NAN,
2530,J1948+2333,J1948+2333,0.528352,1.36E-14,NAN,
2531,J1948+2551,J1948+2551,0.196627,9.02E-15,NAN,
2532,B1946+35,J1948+3540,0.717311,7.06E-15,NAN,
2533,J1949+2306,J1949+2306,1.319373,1.23E-16,NAN,
2534,B1946-25,J1949-2524,0.957617,3.27E-15,NAN,
2535,J1949+3106,J1949+3106,0.013138,9.39E-20,CO,
2536,J1949+3426,J1949+3426,0.388539,2.02E-16,NAN,
2537,J1950+05,J1950+05,0.455934,NAN,NAN,
2538,J1950+2414,J1950+2414,0.004305,1.89E-20,He,
2539,J1951+1123,J1951+1123,5.094083,3.03E-15,NAN,
2540,B1949+14,J1952+1410,0.275026,1.28E-16,NAN,
2541,J1952+2630,J1952+2630,0.020732,4.27E-18,CO,
2542,J1952+30,J1952+30,1.6656,NAN,NAN,
2543,B1951+32,J1952+3252,0.039531,5.84E-15,NAN,
2544,J1953+1149,J1953+1149,0.85189,2.86E-15,NAN,
2545,J1953+1846A,J1953+1846A,0.004888,NAN,UL,
2546,J1953+2732,J1953+2732,1.333965,1.77E-15,NAN,
2547,J1953+30,J1953+30,1.2712,NAN,NAN,
2548,J1954+1021,J1954+1021,2.09944,1.73E-15,NAN,
2549,J1954+2407,J1954+2407,0.193405,1.06E-15,NAN,
2550,J1954+2836,J1954+2836,0.092709,2.12E-14,NAN,
2551,B1952+29,J1954+2923,0.426677,1.71E-18,NAN,
2552,J1954+3852,J1954+3852,0.352933,6.6E-15,NAN,
2553,J1954+4357,J1954+4357,1.387041,2.2E-15,NAN,
2554,J1955+2527,J1955+2527,0.004873,9.12E-21,NAN,
2555,B1953+29,J1955+2908,0.006133,2.97E-20,He,
2556,B1953+50,J1955+5059,0.518938,1.37E-15,NAN,
2557,J1955+6708,J1955+6708,0.008565,1.26E-20,NAN,
2558,J1956+07,J1956+07,5.01248,NAN,NAN,
2559,J1956+0838,J1956+0838,0.303911,2.2E-16,NAN,
2560,J1956-28,J1956-28,0.260014,NAN,NAN,
2561,J1957-00,J1957-00,0.9651,NAN,NAN,
2562,J1957+2516,J1957+2516,0.003962,2.74E-20,UL,
2563,J1957+2831,J1957+2831,0.307683,3.11E-15,NAN,
2564,J1957+5033,J1957+5033,0.374806,7.08E-15,NAN,
2565,J1958+2846,J1958+2846,0.290389,2.12E-13,NAN,
2566,J1958+30,J1958+30,1.09853,NAN,NAN,
2567,J1958+56,J1958+56,0.3118,NAN,NAN,
2568,B1957+20,J1959+2048,0.001607,1.69E-20,UL,
